"","set","mean_depth","yelloweye_catch","bocaccio_catch","bait","lure","effort_sec","date","month","start_time","end_time","avg_anglers","Site","basin","survey","angler_hours"
"619","byc_7_4_mile_rock",25.2984,0,0,"Herring","Hook only",4560,2017-04-24,4,14:27:00,15:43:00,3.8,"4_mile_rock","Central Sound","lingcod_bycatch",4.81333333333333
"620","byc_7_Blakely_Rocks/Pt._Glover/Boeing_Creek",18.3896,0,0,"no bait","Artificial Lure",5220,2017-04-24,4,09:58:00,11:25:00,3.88888888888889,"Blakely_Rocks/Pt._Glover/Boeing_Creek","Central Sound","lingcod_bycatch",5.63888888888889
"621","byc_7_South_Blake",17.9832,0,0,"Live large","Hook only",5760,2017-04-24,4,12:11:00,13:47:00,4,"South_Blake","Central Sound","lingcod_bycatch",6.4
"622","byc_8_Keystone",47.1267692307692,0,0,"no bait","Artificial Lure",6900,2017-04-27,4,11:42:00,13:37:00,3.55555555555556,"Keystone","Central Sound","lingcod_bycatch",6.81481481481481
"623","byc_8_Klas_rock",21.9891428571429,0,0,"Herring","Hook only",5340,2017-04-27,4,14:30:00,15:59:00,3.66666666666667,"Klas_rock","Central Sound","lingcod_bycatch",5.43888888888889
"624","byc_8_Possession_inshore",13.716,0,0,"Live large","Hook only",1140,2017-04-27,4,10:10:00,10:29:00,3,"Possession_inshore","Central Sound","lingcod_bycatch",0.95
"625","byc_8_Possession_offshore",16.1544,0,0,"Live large","Hook only",6000,2017-04-27,4,08:21:00,10:01:00,3.16666666666667,"Possession_offshore","Central Sound","lingcod_bycatch",5.27777777777778
"626","byc_9_Keystone",43.95216,1,0,"Herring","Hook only",10260,2017-04-28,4,11:54:00,14:45:00,3,"Keystone","Central Sound","lingcod_bycatch",8.55
"627","byc_9_Klas_rock",21.9891428571429,0,0,"Live large","Hook only",4140,2017-04-28,4,09:48:00,10:57:00,3.5,"Klas_rock","Central Sound","lingcod_bycatch",4.025
"628","byc_9_Possession_inshore",19.5072,0,0,"no bait","Artificial Lure",5040,2017-04-28,4,07:45:00,09:09:00,3.2,"Possession_inshore","Central Sound","lingcod_bycatch",4.48
